service,description,homepage,protocols,auth_mode,auth_required,api_key_needed,prompt_policy,skills_using_count,skills_using,skill_paths
libimobiledevice-glue,Library with common system API code for libimobiledevice projects,https://libimobiledevice.org/,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b07-net-media-build-cli,skills/generated/shards/nexus-07/b07-net-media-build-cli/SKILL.md
libint,Library for computing electron repulsion integrals efficiently,https://github.com/evaleev/libint,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b08-storage-sql-sdr-cloud,skills/generated/shards/nexus-08/b08-storage-sql-sdr-cloud/SKILL.md
libiodbc,Database connectivity layer based on ODBC. (alternative to unixodbc),https://www.iodbc.org/,"SQL/DB protocol, CLI/stdin-stdout",None or local runtime,no,no,No API key required for local/offline use.,1,b06-recon-data-k8s-workflows,skills/generated/shards/nexus-06/b06-recon-data-k8s-workflows/SKILL.md
libirecovery,Library and utility to talk to iBoot/iBSS via USB,https://www.libimobiledevice.org/,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b04-build-languages-runtimes,skills/generated/shards/nexus-04/b04-build-languages-runtimes/SKILL.md
libiscsi,Client library and utilities for iscsi,https://github.com/sahlberg/libiscsi,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b06-emulation-k8s-api-gateway-build,skills/generated/shards/nexus-06/b06-emulation-k8s-api-gateway-build/SKILL.md
libjson-rpc-cpp,C++ framework for json-rpc,https://github.com/cinemast/libjson-rpc-cpp,"JSON-RPC/WebSocket, CLI/stdin-stdout",None or local runtime,no,no,No API key required for local/offline use.,1,b09-systems-build-automation-lint,skills/generated/shards/nexus-09/b09-systems-build-automation-lint/SKILL.md
libjwt,JSON Web Token C library,https://libjwt.io/,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b06-shell-systems-compression-media,skills/generated/shards/nexus-06/b06-shell-systems-compression-media/SKILL.md
libksba,X.509 and CMS library,https://www.gnupg.org/related_software/libksba/,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,security-and-crypto-ops,skills/generated/shards/nexus-02/security-and-crypto-ops/SKILL.md
liblo,Lightweight Open Sound Control implementation,https://liblo.sourceforge.net/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-data-protocol-db-runtime,skills/generated/shards/nexus-07/b07-data-protocol-db-runtime/SKILL.md
liblqr,C/C++ seam carving library,https://liblqr.wikidot.com/,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b07-gitops-k8s-data,skills/generated/shards/nexus-07/b07-gitops-k8s-data/SKILL.md
libmagic,Implementation of the file(1) command,https://www.darwinsys.com/file/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,files-compression-and-os-utils,skills/generated/shards/nexus-02/files-compression-and-os-utils/SKILL.md
libmatio,C library for reading and writing MATLAB MAT files,https://matio.sourceforge.net/,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b04-build-languages-runtimes,skills/generated/shards/nexus-04/b04-build-languages-runtimes/SKILL.md
libmaxminddb,C library for the MaxMind DB file format,https://github.com/maxmind/libmaxminddb,"SQL/DB protocol, Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b04-build-languages-runtimes,skills/generated/shards/nexus-04/b04-build-languages-runtimes/SKILL.md
libmemcached,C and C++ client library to the memcached server,https://libmemcached.org/,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b04-build-languages-runtimes,skills/generated/shards/nexus-04/b04-build-languages-runtimes/SKILL.md
libmicrohttpd,Light HTTP/1.1 server library,https://www.gnu.org/software/libmicrohttpd/,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,network-remote-and-messaging,skills/generated/shards/nexus-02/network-remote-and-messaging/SKILL.md
libmodbus,Portable modbus library,https://libmodbus.org/,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b06-modeling-crypto-k8s-observability,skills/generated/shards/nexus-06/b06-modeling-crypto-k8s-observability/SKILL.md
libmodplug,Library from the Modplug-XMMS project,https://modplug-xmms.sourceforge.net/,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b09-emulator-python-markup-network,skills/generated/shards/nexus-09/b09-emulator-python-markup-network/SKILL.md
libmtp,Implementation of Microsoft's Media Transfer Protocol (MTP),https://libmtp.sourceforge.net/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-db-k8s-firmware-observability,skills/generated/shards/nexus-07/b07-db-k8s-firmware-observability/SKILL.md
libnatpmp,NAT port mapping protocol library,https://miniupnp.tuxfamily.org/libnatpmp.html,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b09-secrets-qt-k8s-identity,skills/generated/shards/nexus-09/b09-secrets-qt-k8s-identity/SKILL.md
libnet,C library for creating IP packets,https://github.com/libnet/libnet,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b09-signal-boot-wayland-security,skills/generated/shards/nexus-09/b09-signal-boot-wayland-security/SKILL.md
libnfc,Low level NFC SDK and Programmers API,https://github.com/nfc-tools/libnfc,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-cli-audit-3d-filesystems,skills/generated/shards/nexus-09/b09-cli-audit-3d-filesystems/SKILL.md
libnghttp2,HTTP/2 C Library,https://nghttp2.org/,"HTTP/2, Local library API/ABI",None or local runtime,no,no,No API key required for local/offline use.,1,network-remote-and-messaging,skills/generated/shards/nexus-02/network-remote-and-messaging/SKILL.md
libnghttp3,HTTP/3 library written in C,https://nghttp2.org/nghttp3/,"HTTP/3, Local library API/ABI",None or local runtime,no,no,No API key required for local/offline use.,1,network-remote-and-messaging,skills/generated/shards/nexus-02/network-remote-and-messaging/SKILL.md
libnice-gstreamer,GStreamer Plugin for libnice,https://wiki.freedesktop.org/nice/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-code-workflow-storage,skills/generated/shards/nexus-07/b07-code-workflow-storage/SKILL.md
libolm,Implementation of the Double Ratchet cryptographic ratchet,https://gitlab.matrix.org/matrix-org/olm,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-secrets-qt-k8s-identity,skills/generated/shards/nexus-09/b09-secrets-qt-k8s-identity/SKILL.md
libopenmpt,Software library to decode tracked music files,https://lib.openmpt.org/libopenmpt/,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b06-automation-telemetry-k8s-docs,skills/generated/shards/nexus-06/b06-automation-telemetry-k8s-docs/SKILL.md
libopusenc,Convenience library for creating .opus files,https://www.opus-codec.org/,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b10-site-docs-security-kafka,skills/generated/shards/nexus-10/b10-site-docs-security-kafka/SKILL.md
liboqs,Library for quantum-safe cryptography,https://openquantumsafe.org/,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b09-governance-k8s-docs-observability,skills/generated/shards/nexus-09/b09-governance-k8s-docs-observability/SKILL.md
libosinfo,Operating System information database,https://libosinfo.org/,"SQL/DB protocol, CLI/stdin-stdout",None or local runtime,no,no,No API key required for local/offline use.,1,b07-debug-proxy-k8s-ops,skills/generated/shards/nexus-07/b07-debug-proxy-k8s-ops/SKILL.md
libosip,Implementation of the eXosip2 stack,https://www.gnu.org/software/osip/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-security-network-forensics,skills/generated/shards/nexus-04/b04-security-network-forensics/SKILL.md
libp11,PKCS#11 wrapper library in C,https://github.com/OpenSC/libp11/wiki,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b08-dns-proxy-optimization-toolchain,skills/generated/shards/nexus-08/b08-dns-proxy-optimization-toolchain/SKILL.md
libpaho-mqtt,Eclipse Paho C client library for MQTT,https://eclipse-paho.github.io/paho.mqtt.c/MQTTClient/html/,"MQTT, Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b08-systems-cache-networking,skills/generated/shards/nexus-08/b08-systems-cache-networking/SKILL.md
libpanel,Dock/panel library for GTK 4,https://gitlab.gnome.org/GNOME/libpanel,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b10-api-stream-db-container,skills/generated/shards/nexus-10/b10-api-stream-db-container/SKILL.md
libpeas,GObject plugin library,https://wiki.gnome.org/Projects/Libpeas,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b04-build-languages-runtimes,skills/generated/shards/nexus-04/b04-build-languages-runtimes/SKILL.md
libpeas@1,GObject plugin library,https://wiki.gnome.org/Projects/Libpeas,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b10-docs-ci-infra-runtime,skills/generated/shards/nexus-10/b10-docs-ci-infra-runtime/SKILL.md
libphonenumber,C++ Phone Number library by Google,https://github.com/google/libphonenumber,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b06-recon-data-k8s-workflows,skills/generated/shards/nexus-06/b06-recon-data-k8s-workflows/SKILL.md
libplist,Library for Apple Binary- and XML-Property Lists,https://libimobiledevice.org/,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b04-build-languages-runtimes,skills/generated/shards/nexus-04/b04-build-languages-runtimes/SKILL.md
libpostal,Library for parsing/normalizing street addresses around the world,https://github.com/openvenues/libpostal,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b06-network-dns-go-testing-storage,skills/generated/shards/nexus-06/b06-network-dns-go-testing-storage/SKILL.md
libpq@16,Postgres C API library,https://www.postgresql.org/docs/16/libpq.html,"SQL/DB protocol, Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b07-debug-proxy-k8s-ops,skills/generated/shards/nexus-07/b07-debug-proxy-k8s-ops/SKILL.md
libpq@17,Postgres C API library,https://www.postgresql.org/docs/17/libpq.html,"SQL/DB protocol, Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b09-signal-boot-wayland-security,skills/generated/shards/nexus-09/b09-signal-boot-wayland-security/SKILL.md
libpst,Utilities for the PST file format,https://www.five-ten-sg.com/libpst/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b06-credentials-openapi-python-build-tools,skills/generated/shards/nexus-06/b06-credentials-openapi-python-build-tools/SKILL.md
libpthread-stubs,X.Org: pthread-stubs.pc,https://www.x.org/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-packaging-audio-vcs-qt,skills/generated/shards/nexus-09/b09-packaging-audio-vcs-qt/SKILL.md
libpulsar,Apache Pulsar C++ library,https://pulsar.apache.org/,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b06-fuzzing-terminal-timeseries-langservers,skills/generated/shards/nexus-06/b06-fuzzing-terminal-timeseries-langservers/SKILL.md
librasterlite2,Library to store and retrieve huge raster coverages,https://www.gaia-gis.it/fossil/librasterlite2/index,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b08-storage-sql-sdr-cloud,skills/generated/shards/nexus-08/b08-storage-sql-sdr-cloud/SKILL.md
